tackle,display_name,play_description
0,Robby Anderson,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Taylor Moton,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Pat Elflein,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,D'Onta Foreman,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,John Johnson,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Isaac Rochell,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Baker Mayfield,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Denzel Ward,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,D.J. Moore,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Austin Corbett,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Ian Thomas,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Sione Takitaki,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Grant Delpit,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Jordan Elliott,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Jacob Phillips,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Jeremiah Owusu-Koramoah,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Brady Christensen,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Tommy Tremble,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Tommy Togiai,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Ikem Ekwonu,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Martin Emerson,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,football,(1:54) D.Foreman up the middle to CAR 33 for 1 yard (J.Phillips; J.Clowney).
0,Jadeveon Clowney,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Robby Anderson,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Christian McCaffrey,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Taylor Moton,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Pat Elflein,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,John Johnson,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Isaac Rochell,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Baker Mayfield,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Denzel Ward,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,D.J. Moore,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Taven Bryan,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Austin Corbett,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Ian Thomas,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Grant Delpit,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Jordan Elliott,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Jacob Phillips,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Greg Newsome,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Jeremiah Owusu-Koramoah,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Brady Christensen,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Shi Smith,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Ikem Ekwonu,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Martin Emerson,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,football,(13:47) (Shotgun) C.McCaffrey up the middle to CLV 7 for 5 yards (J.Elliott; J.Phillips).
0,Joel Bitonio,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Shaq Thompson,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Damien Wilson,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Jesse James,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Jacoby Brissett,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,David Njoku,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Ethan Pocic,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Xavier Woods,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Nick Chubb,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Donte Jackson,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Wyatt Teller,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Frankie Luvu,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Brian Burns,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Derrick Brown,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Jedrick Wills,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Yetur Gross-Matos,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Jeremy Chinn,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Harrison Bryant,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Bravvion Roy,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Donovan Peoples-Jones,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Jaycee Horn,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,James Hudson,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,football,(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).
0,Joel Bitonio,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Amari Cooper,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Shaq Thompson,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Henry Anderson,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Damien Wilson,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Jacoby Brissett,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,David Njoku,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Ethan Pocic,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Xavier Woods,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Nick Chubb,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Donte Jackson,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Marquis Haynes,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Wyatt Teller,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Frankie Luvu,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Derrick Brown,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Jedrick Wills,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Jeremy Chinn,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Harrison Bryant,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Donovan Peoples-Jones,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Jaycee Horn,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,James Hudson,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Phil Hoskins,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,football,(3:27) N.Chubb left guard to CLV 38 for 2 yards (S.Thompson; M.Haynes).
0,Jadeveon Clowney,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Robby Anderson,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Myles Garrett,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Christian McCaffrey,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Taylor Moton,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Pat Elflein,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,John Johnson,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Anthony Walker,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Baker Mayfield,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Denzel Ward,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,D.J. Moore,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Taven Bryan,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Austin Corbett,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Ian Thomas,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Sione Takitaki,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Grant Delpit,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Jordan Elliott,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Greg Newsome,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Jeremiah Owusu-Koramoah,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Brady Christensen,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Tommy Tremble,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Ikem Ekwonu,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,football,(1:24) C.McCaffrey up the middle to CLV 15 for no gain (J.Owusu-Koramoah; J.Johnson).
0,Tashaun Gipson,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Ryan Griffin,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Kerry Hyder,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Arik Armstead,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Cody Whitehair,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Lucas Patrick,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Samson Ebukam,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Fred Warner,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Equanimeous St. Brown,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Emmanuel Moseley,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Charvarius Ward,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Dre Greenlaw,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Sam Mustipher,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Azeez Al-Shaair,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Javon Kinlaw,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Cole Kmet,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Darnell Mooney,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Justin Fields,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Larry Borom,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Talanoa Hufanga,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Khalil Herbert,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Braxton Jones,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,football,(4:58) K.Herbert left tackle to CHI 16 for 8 yards (T.Hufanga; T.Gipson).
0,Tashaun Gipson,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Ryan Griffin,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Kerry Hyder,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Cody Whitehair,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Hassan Ridgeway,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Lucas Patrick,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Fred Warner,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Equanimeous St. Brown,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Emmanuel Moseley,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Charvarius Ward,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Nick Bosa,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,David Montgomery,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Dre Greenlaw,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Kevin Givens,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Sam Mustipher,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Azeez Al-Shaair,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Cole Kmet,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Darnell Mooney,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Justin Fields,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Larry Borom,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Talanoa Hufanga,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Braxton Jones,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,football,(15:00) (Shotgun) D.Montgomery right tackle to CHI 9 for 1 yard (D.Greenlaw; F.Warner).
0,Tashaun Gipson,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Arik Armstead,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Cody Whitehair,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Lucas Patrick,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Dante Pettis,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Fred Warner,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Equanimeous St. Brown,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Emmanuel Moseley,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Charvarius Ward,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Nick Bosa,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,David Montgomery,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Dre Greenlaw,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Charles Omenihu,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Sam Mustipher,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Cole Kmet,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Darnell Mooney,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Justin Fields,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Larry Borom,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Talanoa Hufanga,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Drake Jackson,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Braxton Jones,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Samuel Womack,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,football,(14:22) (Shotgun) D.Montgomery right guard to CHI 10 for 1 yard (D.Jackson; D.Greenlaw).
0,Trent Williams,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Robert Quinn,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Jake Brendel,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Eddie Jackson,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Nicholas Morrow,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Roquan Smith,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Mike McGlinchey,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Ross Dwelley,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Jeffery Wilson,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Deebo Samuel,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Armon Watts,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Brandon Aiyuk,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Jaylon Johnson,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Trevis Gipson,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Kindle Vildor,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Jauan Jennings,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Trey Lance,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Aaron Banks,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Kyler Gordon,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Jaquan Brisker,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Spencer Burford,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Dominique Robinson,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,football,"(7:26) (Shotgun) T.Lance pass short left to B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play."
0,Tashaun Gipson,(7:38) (Shotgun) J.Fields pass short middle to D.Montgomery to CHI 34 for 3 yards (T.Hufanga; A.Al-Shaair).
0,Ryan Griffin,(7:38) (Shotgun) J.Fields pass short middle to D.Montgomery to CHI 34 for 3 yards (T.Hufanga; A.Al-Shaair).
0,Kerry Hyder,(7:38) (Shotgun) J.Fields pass short middle to D.Montgomery to CHI 34 for 3 yards (T.Hufanga; A.Al-Shaair).
0,Arik Armstead,(7:38) (Shotgun) J.Fields pass short middle to D.Montgomery to CHI 34 for 3 yards (T.Hufanga; A.Al-Shaair).
0,Cody Whitehair,(7:38) (Shotgun) J.Fields pass short middle to D.Montgomery to CHI 34 for 3 yards (T.Hufanga; A.Al-Shaair).
0,Lucas Patrick,(7:38) (Shotgun) J.Fields pass short middle to D.Montgomery to CHI 34 for 3 yards (T.Hufanga; A.Al-Shaair).
